text,target_label
Employees are worried about harassment reports,concern
1.6k,satisfaction
4.4k,satisfaction
Challenging tasks like promotion inspire me,motivation
HR is terrible and it feels like a waste of time.,frustration
940,satisfaction
7.7k,satisfaction
The policies are terrible and nothing improves.,frustration
I enjoy learning new skills like learning,motivation
Job security feels threatened due to job insecurity,concern
526,satisfaction
HR is frustrating to deal with and people are quitting because of it.,frustration
195,satisfaction
193,satisfaction
Leadership is frustrating to deal with and productivity is suffering because of this.,frustration
469,satisfaction
The performance review system is really bad and it feels like a waste of time.,frustration
There are great opportunities for career growth,motivation
305,satisfaction
The support from leadership helps me grow in innovation,motivation
The promotion process is stressful and chaotic and employees are exhausted by it.,frustration
Communication here is disappointing and it's affecting performance.,frustration
I enjoy learning new skills like learning,motivation
259,satisfaction
780,satisfaction
231,satisfaction
Leadership is disappointing and nothing improves.,frustration
542,satisfaction
247,satisfaction
936,satisfaction
There is fear and uncertainty because of layoffs,concern
216,satisfaction
205,satisfaction
Job security feels threatened due to politics,concern
326,satisfaction
644,satisfaction
348,satisfaction
HR is poorly managed and it feels like a waste of time.,frustration
199,satisfaction
Challenging tasks like innovation inspire me,motivation
3.1k,satisfaction
340,satisfaction
189,satisfaction
304,satisfaction
There is fear and uncertainty because of layoffs,concern
213,satisfaction
234,satisfaction
The support from leadership helps me grow in learning,motivation
632,satisfaction
188,satisfaction
The stressful environment comes from harassment reports,concern
HR is toxic and discouraging and it feels like a waste of time.,frustration
772,satisfaction
Job security feels threatened due to toxic management,concern
265,satisfaction
251,satisfaction
278,satisfaction
352,satisfaction
288,satisfaction
3.1k,satisfaction
The work environment is frustrating to deal with and nothing improves.,frustration
5.7k,satisfaction
268,satisfaction
196,satisfaction
245,satisfaction
2.9k,satisfaction
267,satisfaction
6k,satisfaction
Job security feels threatened due to layoffs,concern
The support from leadership helps me grow in future leadership,motivation
2k,satisfaction
368,satisfaction
1.2k,satisfaction
434,satisfaction
The support from leadership helps me grow in learning,motivation
196,satisfaction
351,satisfaction
841,satisfaction
1.2k,satisfaction
6.9k,satisfaction
363,satisfaction
219,satisfaction
I feel motivated because promotion,motivation
935,satisfaction
HR is slow and unorganized and it's affecting performance.,frustration
Employees are worried about politics,concern
452,satisfaction
227,satisfaction
342,satisfaction
Employees are worried about job insecurity,concern
273,satisfaction
247,satisfaction
The stressful environment comes from harassment reports,concern
There is growing concern about toxic management,concern
Job security feels threatened due to harassment reports,concern
524,satisfaction
365,satisfaction
327,satisfaction
962,satisfaction
3.1k,satisfaction
271,satisfaction
4.9k,satisfaction
The work environment is terrible and it feels like a waste of time.,frustration
Job security feels threatened due to politics,concern
340,satisfaction
657,satisfaction
334,satisfaction
The support from leadership helps me grow in promotion,motivation
1.2k,satisfaction
203,satisfaction
306,satisfaction
278,satisfaction
5.5k,satisfaction
10k,satisfaction
193,satisfaction
397,satisfaction
390,satisfaction
266,satisfaction
196,satisfaction
The workflow is really bad and employees are exhausted by it.,frustration
The work environment is stressful and chaotic and nothing improves.,frustration
Job security feels threatened due to job insecurity,concern
259,satisfaction
Job security feels threatened due to work pressure,concern
648,satisfaction
318,satisfaction
I enjoy learning new skills like future leadership,motivation
Employees are worried about politics,concern
685,satisfaction
296,satisfaction
197,satisfaction
1.8k,satisfaction
605,satisfaction
The promotion process is unfair to employees and productivity is suffering because of this.,frustration
The performance review system is completely broken and productivity is suffering because of this.,frustration
There is growing concern about toxic management,concern
The management is slow and unorganized and it's impossible to stay motivated.,frustration
Challenging tasks like future leadership inspire me,motivation
267,satisfaction
The support from leadership helps me grow in learning,motivation
598,satisfaction
509,satisfaction
2.4k,satisfaction
1.3k,satisfaction
The company culture is disappointing and nothing improves.,frustration
836,satisfaction
HR is disappointing and no one listens to feedback.,frustration
222,satisfaction
487,satisfaction
Challenging tasks like innovation inspire me,motivation
1.3k,satisfaction
2.3k,satisfaction
215,satisfaction
233,satisfaction
249,satisfaction
Challenging tasks like career growth inspire me,motivation
515,satisfaction
The policies are terrible and it makes the job unbearable.,frustration
458,satisfaction
301,satisfaction
463,satisfaction
361,satisfaction
3.4k,satisfaction
1k,satisfaction
192,satisfaction
342,satisfaction
There are great opportunities for learning,motivation
205,satisfaction
232,satisfaction
273,satisfaction
4.5k,satisfaction
322,satisfaction
471,satisfaction
446,satisfaction
The policies are completely broken and it creates constant stress.,frustration
230,satisfaction
636,satisfaction
463,satisfaction
4.6k,satisfaction
353,satisfaction
Employees are worried about layoffs,concern
219,satisfaction
662,satisfaction
Job security feels threatened due to layoffs,concern
325,satisfaction
1.9k,satisfaction
The performance review system is stressful and chaotic and it's impossible to stay motivated.,frustration
Job security feels threatened due to job insecurity,concern
There is growing concern about job insecurity,concern
312,satisfaction
201,satisfaction
273,satisfaction
224,satisfaction
There is growing concern about politics,concern
Employees are worried about toxic management,concern
1.6k,satisfaction
515,satisfaction
I feel motivated because career growth,motivation
Employees are worried about layoffs,concern
The support from leadership helps me grow in future leadership,motivation
264,satisfaction
232,satisfaction
HR is unfair to employees and productivity is suffering because of this.,frustration
Leadership is unfair to employees and employees are exhausted by it.,frustration
1k,satisfaction
317,satisfaction
572,satisfaction
1.4k,satisfaction
259,satisfaction
273,satisfaction
The workflow is stressful and chaotic and people are quitting because of it.,frustration
The management is toxic and discouraging and it makes the job unbearable.,frustration
649,satisfaction
226,satisfaction
1.2k,satisfaction
Challenging tasks like learning inspire me,motivation
The management is stressful and chaotic and it feels like a waste of time.,frustration
HR is stressful and chaotic and employees are exhausted by it.,frustration
307,satisfaction
290,satisfaction
2k,satisfaction
The work environment is full of delays and confusion and nothing improves.,frustration
236,satisfaction
480,satisfaction
257,satisfaction
246,satisfaction
There are great opportunities for career growth,motivation
4.2k,satisfaction
207,satisfaction
Challenging tasks like skill improvement inspire me,motivation
The stressful environment comes from toxic management,concern
3.7k,satisfaction
216,satisfaction
203,satisfaction
There are great opportunities for skill improvement,motivation
350,satisfaction
3.6k,satisfaction
192,satisfaction
596,satisfaction
410,satisfaction
There is growing concern about job insecurity,concern
655,satisfaction
2.1k,satisfaction
The workflow is completely broken and it makes the job unbearable.,frustration
279,satisfaction
394,satisfaction
309,satisfaction
242,satisfaction
The company culture is stressful and chaotic and it makes the job unbearable.,frustration
383,satisfaction
369,satisfaction
231,satisfaction
366,satisfaction
326,satisfaction
1.2k,satisfaction
I feel motivated because learning,motivation
335,satisfaction
887,satisfaction
919,satisfaction
288,satisfaction
475,satisfaction
209,satisfaction
The stressful environment comes from harassment reports,concern
The work environment is full of delays and confusion and it feels like a waste of time.,frustration
397,satisfaction
I feel motivated because future leadership,motivation
240,satisfaction
328,satisfaction
212,satisfaction
1.3k,satisfaction
412,satisfaction
2.2k,satisfaction
3.5k,satisfaction
1.3k,satisfaction
688,satisfaction
296,satisfaction
There are great opportunities for skill improvement,motivation
Challenging tasks like promotion inspire me,motivation
513,satisfaction
261,satisfaction
323,satisfaction
215,satisfaction
369,satisfaction
260,satisfaction
207,satisfaction
507,satisfaction
336,satisfaction
742,satisfaction
There are great opportunities for future leadership,motivation
I feel motivated because promotion,motivation
I feel motivated because career growth,motivation
517,satisfaction
The stressful environment comes from job insecurity,concern
I feel motivated because career growth,motivation
207,satisfaction
The stressful environment comes from toxic management,concern
2k,satisfaction
I enjoy learning new skills like learning,motivation
199,satisfaction
There is fear and uncertainty because of toxic management,concern
The work environment is completely broken and it creates constant stress.,frustration
The policies are full of delays and confusion and it creates constant stress.,frustration
There are great opportunities for promotion,motivation
418,satisfaction
196,satisfaction
The work environment is terrible and people are quitting because of it.,frustration
499,satisfaction
260,satisfaction
The management is terrible and productivity is suffering because of this.,frustration
343,satisfaction
192,satisfaction
The stressful environment comes from toxic management,concern
189,satisfaction
There is growing concern about toxic management,concern
208,satisfaction
215,satisfaction
There are great opportunities for promotion,motivation
317,satisfaction
8.4k,satisfaction
413,satisfaction
There is fear and uncertainty because of layoffs,concern
196,satisfaction
593,satisfaction
Job security feels threatened due to job insecurity,concern
392,satisfaction
491,satisfaction
1.7k,satisfaction
The management is unfair to employees and people are quitting because of it.,frustration
528,satisfaction
1.1k,satisfaction
336,satisfaction
There are great opportunities for promotion,motivation
3k,satisfaction
282,satisfaction
Job security feels threatened due to work pressure,concern
642,satisfaction
785,satisfaction
8.5k,satisfaction
Job security feels threatened due to politics,concern
There are great opportunities for skill improvement,motivation
I enjoy learning new skills like future leadership,motivation
11.7k,satisfaction
213,satisfaction
422,satisfaction
279,satisfaction
229,satisfaction
I feel motivated because career growth,motivation
The policies are full of delays and confusion and it makes the job unbearable.,frustration
There are great opportunities for future leadership,motivation
308,satisfaction
433,satisfaction
215,satisfaction
413,satisfaction
333,satisfaction
380,satisfaction
214,satisfaction
2.7k,satisfaction
250,satisfaction
1.4k,satisfaction
The promotion process is disappointing and productivity is suffering because of this.,frustration
517,satisfaction
211,satisfaction
There is growing concern about work pressure,concern
190,satisfaction
259,satisfaction
654,satisfaction
354,satisfaction
The workflow is unfair to employees and employees are exhausted by it.,frustration
I feel motivated because career growth,motivation
The stressful environment comes from work pressure,concern
1k,satisfaction
There is growing concern about job insecurity,concern
255,satisfaction
The support from leadership helps me grow in future leadership,motivation
Employees are worried about work pressure,concern
238,satisfaction
324,satisfaction
I enjoy learning new skills like innovation,motivation
196,satisfaction
262,satisfaction
701,satisfaction
1.2k,satisfaction
The work environment is really bad and no one listens to feedback.,frustration
232,satisfaction
315,satisfaction
HR is unfair to employees and it feels like a waste of time.,frustration
3.7k,satisfaction
439,satisfaction
423,satisfaction
224,satisfaction
303,satisfaction
426,satisfaction
1.5k,satisfaction
245,satisfaction
288,satisfaction
871,satisfaction
I enjoy learning new skills like innovation,motivation
There are great opportunities for learning,motivation
555,satisfaction
261,satisfaction
199,satisfaction
The performance review system is toxic and discouraging and it's impossible to stay motivated.,frustration
There is growing concern about work pressure,concern
The stressful environment comes from job insecurity,concern
There is fear and uncertainty because of politics,concern
416,satisfaction
313,satisfaction
215,satisfaction
HR is frustrating to deal with and it feels like a waste of time.,frustration
The performance review system is really bad and it feels like a waste of time.,frustration
300,satisfaction
The management is completely broken and it's affecting performance.,frustration
1.3k,satisfaction
There are great opportunities for skill improvement,motivation
612,satisfaction
1.9k,satisfaction
243,satisfaction
HR is slow and unorganized and it creates constant stress.,frustration
537,satisfaction
231,satisfaction
The stressful environment comes from politics,concern
The work environment is full of delays and confusion and productivity is suffering because of this.,frustration
I enjoy learning new skills like learning,motivation
3.5k,satisfaction
200,satisfaction
I feel motivated because learning,motivation
238,satisfaction
3.8k,satisfaction
300,satisfaction
The support from leadership helps me grow in learning,motivation
244,satisfaction
Employees are worried about harassment reports,concern
I feel motivated because promotion,motivation
307,satisfaction
222,satisfaction
Challenging tasks like promotion inspire me,motivation
896,satisfaction
The performance review system is slow and unorganized and it makes the job unbearable.,frustration
199,satisfaction
The performance review system is completely broken and productivity is suffering because of this.,frustration
Job security feels threatened due to work pressure,concern
848,satisfaction
273,satisfaction
192,satisfaction
326,satisfaction
214,satisfaction
Leadership is terrible and no one listens to feedback.,frustration
269,satisfaction
313,satisfaction
213,satisfaction
194,satisfaction
4.7k,satisfaction
256,satisfaction
417,satisfaction
639,satisfaction
493,satisfaction
277,satisfaction
I enjoy learning new skills like skill improvement,motivation
241,satisfaction
365,satisfaction
1.1k,satisfaction
The stressful environment comes from work pressure,concern
2.6k,satisfaction
The workflow is disappointing and people are quitting because of it.,frustration
373,satisfaction
I feel motivated because promotion,motivation
291,satisfaction
There are great opportunities for skill improvement,motivation
372,satisfaction
194,satisfaction
The stressful environment comes from toxic management,concern
380,satisfaction
376,satisfaction
300,satisfaction
I enjoy learning new skills like future leadership,motivation
3.1k,satisfaction
425,satisfaction
199,satisfaction
Employees are worried about layoffs,concern
HR is really bad and it makes the job unbearable.,frustration
I feel motivated because future leadership,motivation
191,satisfaction
308,satisfaction
450,satisfaction
227,satisfaction
The policies are toxic and discouraging and it creates constant stress.,frustration
I feel motivated because skill improvement,motivation
331,satisfaction
402,satisfaction
There is growing concern about toxic management,concern
The stressful environment comes from toxic management,concern
227,satisfaction
1.1k,satisfaction
226,satisfaction
189,satisfaction
194,satisfaction
301,satisfaction
218,satisfaction
The support from leadership helps me grow in promotion,motivation
Challenging tasks like learning inspire me,motivation
HR is poorly managed and productivity is suffering because of this.,frustration
572,satisfaction
405,satisfaction
The workflow is disappointing and nothing improves.,frustration
747,satisfaction
252,satisfaction
252,satisfaction
283,satisfaction
1.6k,satisfaction
Communication here is slow and unorganized and it's impossible to stay motivated.,frustration
I feel motivated because skill improvement,motivation
666,satisfaction
204,satisfaction
310,satisfaction
193,satisfaction
219,satisfaction
Leadership is toxic and discouraging and no one listens to feedback.,frustration
270,satisfaction
356,satisfaction
216,satisfaction
697,satisfaction
204,satisfaction
221,satisfaction
195,satisfaction
254,satisfaction
Employees are worried about politics,concern
327,satisfaction
337,satisfaction
723,satisfaction
371,satisfaction
274,satisfaction
1.5k,satisfaction
323,satisfaction
530,satisfaction
908,satisfaction
3.2k,satisfaction
I enjoy learning new skills like learning,motivation
I feel motivated because career growth,motivation
406,satisfaction
1.2k,satisfaction
Challenging tasks like innovation inspire me,motivation
The policies are full of delays and confusion and it feels like a waste of time.,frustration
5.4k,satisfaction
The performance review system is disappointing and productivity is suffering because of this.,frustration
538,satisfaction
211,satisfaction
328,satisfaction
The stressful environment comes from toxic management,concern
196,satisfaction
205,satisfaction
There is fear and uncertainty because of politics,concern
205,satisfaction
Employees are worried about layoffs,concern
Employees are worried about job insecurity,concern
2.1k,satisfaction
The support from leadership helps me grow in skill improvement,motivation
Job security feels threatened due to harassment reports,concern
219,satisfaction
277,satisfaction
There is fear and uncertainty because of harassment reports,concern
197,satisfaction
223,satisfaction
191,satisfaction
2.5k,satisfaction
396,satisfaction
The workflow is poorly managed and it's affecting performance.,frustration
431,satisfaction
199,satisfaction
418,satisfaction
719,satisfaction
222,satisfaction
352,satisfaction
188,satisfaction
733,satisfaction
197,satisfaction
834,satisfaction
1.4k,satisfaction
Leadership is stressful and chaotic and no one listens to feedback.,frustration
Communication here is full of delays and confusion and it feels like a waste of time.,frustration
191,satisfaction
There are great opportunities for promotion,motivation
1.5k,satisfaction
The performance review system is unfair to employees and nothing improves.,frustration
334,satisfaction
813,satisfaction
191,satisfaction
952,satisfaction
655,satisfaction
Job security feels threatened due to job insecurity,concern
Communication here is disappointing and it feels like a waste of time.,frustration
3.3k,satisfaction
The performance review system is really bad and it creates constant stress.,frustration
1.1k,satisfaction
Job security feels threatened due to work pressure,concern
652,satisfaction
Challenging tasks like future leadership inspire me,motivation
1.9k,satisfaction
350,satisfaction
435,satisfaction
738,satisfaction
I enjoy learning new skills like future leadership,motivation
195,satisfaction
Job security feels threatened due to job insecurity,concern
371,satisfaction
There are great opportunities for career growth,motivation
461,satisfaction
There is growing concern about politics,concern
517,satisfaction
1k,satisfaction
The support from leadership helps me grow in career growth,motivation
The support from leadership helps me grow in learning,motivation
191,satisfaction
353,satisfaction
1.2k,satisfaction
1.5k,satisfaction
1.3k,satisfaction
207,satisfaction
236,satisfaction
The support from leadership helps me grow in promotion,motivation
2.1k,satisfaction
1.1k,satisfaction
288,satisfaction
1.4k,satisfaction
427,satisfaction
The workflow is full of delays and confusion and people are quitting because of it.,frustration
953,satisfaction
380,satisfaction
350,satisfaction
499,satisfaction
The management is really bad and no one listens to feedback.,frustration
The support from leadership helps me grow in future leadership,motivation
472,satisfaction
251,satisfaction
There is fear and uncertainty because of politics,concern
192,satisfaction
504,satisfaction
227,satisfaction
196,frustration
1.6k,satisfaction
Leadership is unfair to employees and no one listens to feedback.,frustration
189,satisfaction
616,satisfaction
232,satisfaction
Communication here is completely broken and people are quitting because of it.,frustration
The support from leadership helps me grow in career growth,motivation
579,satisfaction
248,satisfaction
298,satisfaction
196,satisfaction
540,satisfaction
376,satisfaction
I feel motivated because promotion,motivation
212,satisfaction
The work environment is disappointing and nothing improves.,frustration
202,satisfaction
254,satisfaction
HR is frustrating to deal with and productivity is suffering because of this.,frustration
The support from leadership helps me grow in career growth,motivation
The promotion process is completely broken and it creates constant stress.,frustration
238,satisfaction
The support from leadership helps me grow in learning,motivation
317,satisfaction
There is growing concern about layoffs,concern
655,satisfaction
3.5k,satisfaction
438,satisfaction
2k,satisfaction
339,satisfaction
244,satisfaction
298,satisfaction
501,satisfaction
There are great opportunities for career growth,motivation
I enjoy learning new skills like learning,motivation
235,satisfaction
8k,satisfaction
Employees are worried about politics,concern
352,satisfaction
422,satisfaction
3k,satisfaction
347,satisfaction
There is growing concern about politics,concern
8.1k,satisfaction
The management is terrible and it feels like a waste of time.,frustration
Challenging tasks like promotion inspire me,motivation
There is fear and uncertainty because of job insecurity,concern
470,satisfaction
301,satisfaction
305,satisfaction
953,satisfaction
I enjoy learning new skills like career growth,motivation
628,satisfaction
335,satisfaction
215,satisfaction
251,satisfaction
The support from leadership helps me grow in career growth,motivation
279,satisfaction
I feel motivated because career growth,motivation
1.1k,satisfaction
1k,satisfaction
Employees are worried about work pressure,concern
2.1k,satisfaction
Job security feels threatened due to work pressure,concern
Job security feels threatened due to job insecurity,concern
212,satisfaction
The stressful environment comes from harassment reports,concern
2.8k,satisfaction
188,satisfaction
512,satisfaction
4.7k,satisfaction
1.8k,satisfaction
245,satisfaction
825,satisfaction
1.6k,satisfaction
2.1k,satisfaction
315,satisfaction
1.2k,satisfaction
The management is disappointing and it makes the job unbearable.,frustration
Leadership is terrible and it's impossible to stay motivated.,frustration
The workflow is poorly managed and it's impossible to stay motivated.,frustration
The stressful environment comes from harassment reports,concern
Leadership is disappointing and it's affecting performance.,frustration
194,satisfaction
There are great opportunities for career growth,motivation
771,satisfaction
Communication here is really bad and it makes the job unbearable.,frustration
357,satisfaction
296,satisfaction
The policies are slow and unorganized and it's affecting performance.,frustration
321,satisfaction
626,satisfaction
The policies are slow and unorganized and it creates constant stress.,frustration
I feel motivated because skill improvement,motivation
I feel motivated because learning,motivation
576,satisfaction
319,satisfaction
18.9k,satisfaction
1.1k,satisfaction
1.2k,satisfaction
There is growing concern about toxic management,concern
450,satisfaction
445,satisfaction
209,satisfaction
13.4k,satisfaction
445,satisfaction
There is growing concern about work pressure,concern
229,satisfaction
622,satisfaction
447,satisfaction
234,satisfaction
353,satisfaction
There are great opportunities for skill improvement,motivation
The workflow is full of delays and confusion and it's impossible to stay motivated.,frustration
13.4k,satisfaction
229,satisfaction
346,satisfaction
3.6k,satisfaction
Employees are worried about harassment reports,concern
192,satisfaction
447,satisfaction
492,satisfaction
295,satisfaction
245,satisfaction
996,satisfaction
428,frustration
I feel motivated because career growth,motivation
215,satisfaction
1.1k,satisfaction
2k,satisfaction
I enjoy learning new skills like future leadership,motivation
1.1k,satisfaction
799,satisfaction
930,satisfaction
483,satisfaction
1.4k,satisfaction
Challenging tasks like career growth inspire me,motivation
289,satisfaction
3.6k,satisfaction
387,satisfaction
481,satisfaction
There is growing concern about politics,concern
The company culture is terrible and nothing improves.,frustration
There is fear and uncertainty because of work pressure,concern
I enjoy learning new skills like career growth,motivation
1k,satisfaction
456,satisfaction
581,satisfaction
6.6k,satisfaction
476,satisfaction
502,satisfaction
I feel motivated because career growth,motivation
1.6k,satisfaction
There is growing concern about toxic management,concern
1.8k,satisfaction
853,satisfaction
The work environment is slow and unorganized and it makes the job unbearable.,frustration
200,satisfaction
242,satisfaction
There is growing concern about job insecurity,concern
256,satisfaction
I enjoy learning new skills like skill improvement,motivation
265,satisfaction
867,satisfaction
401,satisfaction
I feel motivated because career growth,motivation
The company culture is poorly managed and it's affecting performance.,frustration
The promotion process is disappointing and productivity is suffering because of this.,frustration
HR is really bad and productivity is suffering because of this.,frustration
1.3k,satisfaction
407,satisfaction
947,satisfaction
246,satisfaction
224,satisfaction
352,satisfaction
374,satisfaction
1.8k,satisfaction
215,satisfaction
There is fear and uncertainty because of work pressure,concern
4.4k,satisfaction
Challenging tasks like skill improvement inspire me,motivation
2.2k,satisfaction
Challenging tasks like learning inspire me,motivation
Challenging tasks like innovation inspire me,motivation
Leadership is slow and unorganized and it's impossible to stay motivated.,frustration
226,satisfaction
626,satisfaction
517,satisfaction
The company culture is really bad and it's affecting performance.,frustration
273,satisfaction
I enjoy learning new skills like skill improvement,motivation
211,satisfaction
The stressful environment comes from layoffs,concern
572,satisfaction
HR is poorly managed and people are quitting because of it.,frustration
463,satisfaction
385,satisfaction
247,satisfaction
Leadership is completely broken and it feels like a waste of time.,frustration
6.8k,satisfaction
Challenging tasks like future leadership inspire me,motivation
365,satisfaction
224,satisfaction
497,satisfaction
492,satisfaction
366,satisfaction
809,satisfaction
216,satisfaction
I enjoy learning new skills like skill improvement,motivation
829,satisfaction
414,satisfaction
267,satisfaction
The stressful environment comes from work pressure,concern
1.6k,satisfaction
502,satisfaction
217,satisfaction
250,satisfaction
791,satisfaction
491,satisfaction
There is fear and uncertainty because of toxic management,concern
444,satisfaction
I enjoy learning new skills like skill improvement,motivation
315,satisfaction
There are great opportunities for future leadership,motivation
There are great opportunities for promotion,motivation
Job security feels threatened due to harassment reports,concern
There are great opportunities for career growth,motivation
193,satisfaction
204,satisfaction
469,satisfaction
1.2k,satisfaction
370,satisfaction
193,satisfaction
633,satisfaction
305,satisfaction
329,satisfaction
189,satisfaction
The management is slow and unorganized and people are quitting because of it.,frustration
645,satisfaction
The policies are completely broken and nothing improves.,frustration
356,satisfaction
225,satisfaction
262,satisfaction
644,satisfaction
281,satisfaction
565,satisfaction
194,satisfaction
There are great opportunities for learning,motivation
The work environment is slow and unorganized and it makes the job unbearable.,frustration
The policies are toxic and discouraging and it's affecting performance.,frustration
There are great opportunities for skill improvement,motivation
732,satisfaction
2.7k,satisfaction
The policies are slow and unorganized and no one listens to feedback.,frustration
I feel motivated because promotion,motivation
188,satisfaction
845,satisfaction
218,satisfaction
Employees are worried about toxic management,concern
There is growing concern about layoffs,concern
309,satisfaction
560,satisfaction
188,satisfaction
295,satisfaction
601,satisfaction
229,satisfaction
I feel motivated because learning,motivation
259,satisfaction
Job security feels threatened due to toxic management,concern
293,satisfaction
520,satisfaction
428,satisfaction
848,satisfaction
There are great opportunities for skill improvement,motivation
3.9k,satisfaction
The workflow is really bad and no one listens to feedback.,frustration
There is growing concern about layoffs,concern
237,satisfaction
Leadership is poorly managed and it makes the job unbearable.,frustration
1.2k,satisfaction
374,satisfaction
721,frustration
234,satisfaction
There is fear and uncertainty because of harassment reports,concern
2.1k,satisfaction
6.6k,satisfaction
282,satisfaction
390,satisfaction
There are great opportunities for skill improvement,motivation
1k,satisfaction
I feel motivated because skill improvement,motivation
586,satisfaction
1.6k,satisfaction
3k,satisfaction
316,satisfaction
The work environment is stressful and chaotic and it feels like a waste of time.,frustration
3.4k,satisfaction
308,satisfaction
197,satisfaction
I enjoy learning new skills like learning,motivation
There are great opportunities for promotion,motivation
547,satisfaction
The company culture is completely broken and nothing improves.,frustration
309,satisfaction
447,satisfaction
Leadership is frustrating to deal with and no one listens to feedback.,frustration
The workflow is toxic and discouraging and it creates constant stress.,frustration
There is growing concern about harassment reports,concern
711,satisfaction
324,satisfaction
367,satisfaction
230,satisfaction
There are great opportunities for skill improvement,motivation
350,satisfaction
1.7k,satisfaction
752,satisfaction
586,satisfaction
The support from leadership helps me grow in learning,motivation
806,satisfaction
274,satisfaction
233,satisfaction
381,satisfaction
368,satisfaction
There is fear and uncertainty because of politics,concern
868,satisfaction
572,satisfaction
232,satisfaction
291,satisfaction
342,satisfaction
There is growing concern about job insecurity,concern
There are great opportunities for innovation,motivation
The stressful environment comes from toxic management,concern
308,satisfaction
Job security feels threatened due to harassment reports,concern
The company culture is poorly managed and productivity is suffering because of this.,frustration
200,satisfaction
206,satisfaction
745,satisfaction
553,satisfaction
Employees are worried about job insecurity,concern
191,satisfaction
The stressful environment comes from work pressure,concern
228,satisfaction
297,satisfaction
391,satisfaction
540,satisfaction
377,satisfaction
I enjoy learning new skills like career growth,motivation
Job security feels threatened due to work pressure,concern
432,satisfaction
449,satisfaction
281,satisfaction
265,satisfaction
There is growing concern about politics,concern
The support from leadership helps me grow in learning,motivation
368,satisfaction
3.4k,satisfaction
295,satisfaction
I feel motivated because promotion,motivation
5.9k,satisfaction
308,satisfaction
252,satisfaction
209,satisfaction
234,satisfaction
270,satisfaction
The stressful environment comes from toxic management,concern
200,satisfaction
612,satisfaction
The performance review system is disappointing and people are quitting because of it.,frustration
Communication here is unfair to employees and it feels like a waste of time.,frustration
Employees are worried about politics,concern
The management is terrible and no one listens to feedback.,frustration
448,satisfaction
372,satisfaction
There is fear and uncertainty because of toxic management,concern
HR is disappointing and it creates constant stress.,frustration
There is fear and uncertainty because of politics,concern
Job security feels threatened due to politics,concern
There are great opportunities for learning,motivation
562,satisfaction
323,satisfaction
1.6k,satisfaction
587,satisfaction
223,satisfaction
Employees are worried about harassment reports,concern
322,satisfaction
274,satisfaction
The support from leadership helps me grow in learning,motivation
236,satisfaction
Communication here is poorly managed and no one listens to feedback.,frustration
The stressful environment comes from layoffs,concern
530,satisfaction
Challenging tasks like promotion inspire me,motivation
2.5k,satisfaction
3.1k,satisfaction
The company culture is really bad and people are quitting because of it.,frustration
677,satisfaction
The support from leadership helps me grow in skill improvement,motivation
1k,satisfaction
1k,satisfaction
721,satisfaction
Communication here is slow and unorganized and people are quitting because of it.,frustration
452,satisfaction
553,satisfaction
Job security feels threatened due to job insecurity,concern
290,satisfaction
1.4k,satisfaction
The work environment is stressful and chaotic and people are quitting because of it.,frustration
355,satisfaction
Employees are worried about toxic management,concern
Employees are worried about work pressure,concern
287,satisfaction
The support from leadership helps me grow in learning,motivation
235,satisfaction
245,satisfaction
There is fear and uncertainty because of layoffs,concern
384,satisfaction
903,satisfaction
I enjoy learning new skills like innovation,motivation
700,satisfaction
I enjoy learning new skills like learning,motivation
288,satisfaction
212,satisfaction
320,satisfaction
There are great opportunities for future leadership,motivation
The support from leadership helps me grow in career growth,motivation
341,satisfaction
302,satisfaction
674,satisfaction
236,satisfaction
1.5k,satisfaction
There is growing concern about job insecurity,concern
307,satisfaction
213,satisfaction
I enjoy learning new skills like skill improvement,motivation
204,satisfaction
1.3k,satisfaction
There is fear and uncertainty because of politics,concern
I feel motivated because career growth,motivation
191,satisfaction
388,satisfaction
2.1k,satisfaction
1.3k,satisfaction
270,satisfaction
351,satisfaction
The support from leadership helps me grow in learning,motivation
There is growing concern about toxic management,concern
226,satisfaction
Employees are worried about politics,concern
1.4k,satisfaction
264,satisfaction
HR is really bad and it makes the job unbearable.,frustration
335,satisfaction
1.1k,satisfaction
Job security feels threatened due to job insecurity,concern
563,satisfaction
782,satisfaction
2.9k,satisfaction
Leadership is full of delays and confusion and people are quitting because of it.,frustration
201,satisfaction
269,satisfaction
There is fear and uncertainty because of work pressure,concern
The promotion process is stressful and chaotic and no one listens to feedback.,frustration
The work environment is slow and unorganized and no one listens to feedback.,frustration
258,satisfaction
1.4k,satisfaction
I enjoy learning new skills like innovation,motivation
1.3k,satisfaction
Job security feels threatened due to toxic management,concern
212,satisfaction
595,satisfaction
306,satisfaction
The company culture is really bad and people are quitting because of it.,frustration
5.4k,satisfaction
469,satisfaction
2.4k,satisfaction
2.4k,satisfaction
357,satisfaction
240,satisfaction
654,satisfaction
There is growing concern about toxic management,concern
190,satisfaction
306,satisfaction
3.3k,satisfaction
3.4k,satisfaction
220,satisfaction
1.5k,satisfaction
703,satisfaction
655,satisfaction
Leadership is full of delays and confusion and it's affecting performance.,frustration
252,satisfaction
The workflow is stressful and chaotic and it creates constant stress.,frustration
358,satisfaction
Employees are worried about politics,concern
The policies are disappointing and it's affecting performance.,frustration
3.7k,satisfaction
285,satisfaction
The policies are stressful and chaotic and employees are exhausted by it.,frustration
420,satisfaction
338,satisfaction
605,satisfaction
